NAME,FIRSTREF,FIRSTURL,DATE,NUM_OBS,MASS(mjupiter),RADIUS(rjupiter),PERIOD(day),ECCENTRICITY,SEMI_MAJOR_AXIS(AU),SEPARATION(AU),STAR_NAME,DIST(PARSEC),RA_STRING(h:m:s),DEC_STRING(d:m:s),STAR_MASS(msun),STAR_RADIUS(rsun)
Kepler-218 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0112762,0.132037,3.619337,,0.0461345,0.0461345,Kepler-218,,+19:41:39.08,+46:15:59.29,,1.063
Kepler-395 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00769114,0.117763,34.989262,,0.209361,0.209361,Kepler-395,,+19:34:02.68,+45:08:11.72,,0.556
Kepler-141 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.000786457,0.0615577,3.107675,,0.041677,0.041677,Kepler-141,,+19:51:53.03,+47:43:54.05,,0.787
Kepler-136 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.014692,0.177536,16.399235,,0.126325,0.126325,Kepler-136,,+19:45:52.16,+42:35:55.64,,1.355
Kepler-250 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0163243,0.194487,17.648312,,0.132661,0.132661,Kepler-250,,+19:18:22.75,+44:08:31.02,,0.805
Kepler-23 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0165098,0.196271,15.274299,,0.12048,0.12048,Kepler-23,,+19:36:52.56,+49:28:45.19,,1.548
Kepler-140 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0132614,0.160585,91.353282,,0.396968,0.396968,Kepler-140,,+19:09:28.69,+46:46:05.59,,1.288
Kepler-299 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00769114,0.117763,2.927128,,0.0400468,0.0400468,Kepler-299,,+18:52:49.66,+48:34:49.80,,1.032
Kepler-256 e,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0179955,0.209653,10.681572,,0.0949212,0.0949212,Kepler-256,,+19:30:19.30,+46:05:50.60,,1.301
Kepler-373 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00621274,0.110625,16.725948,,0.127997,0.127997,Kepler-373,,+19:17:33.11,+50:35:49.38,,0.845
Kepler-358 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0224946,0.242662,34.060467,,0.20564,0.20564,Kepler-358,,+19:32:55.25,+48:16:52.93,,0.954
Kepler-224 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0174811,0.205192,11.349393,,0.0988375,0.0988375,Kepler-224,,+19:23:44.23,+47:21:27.36,,0.676
Kepler-244 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0175824,0.206084,20.050401,,0.14444,0.14444,Kepler-244,,+19:08:58.24,+42:18:04.93,,0.803
Kepler-189 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0057099,0.107949,10.399931,,0.0932453,0.0932453,Kepler-189,,+19:10:15.53,+44:18:18.00,,0.75
Kepler-203 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0205131,0.22928,3.162697,,0.0421675,0.0421675,Kepler-203,,+19:48:21.60,+41:23:16.91,,1.114
HATS-5 b,Zhou 2014,http://adsabs.harvard.edu/abs/2014AJ....147..144Z,2014,24,0.237663,0.912,4.763387,0.019,0.0542014,0.0542014,HATS-5,257,04:28:53.47,-21:28:54.9,0.936,0.871
Kepler-218 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.029411,0.280132,44.699576,,0.246495,0.246495,Kepler-218,,+19:41:39.08,+46:15:59.29,,1.063
Kepler-150 e,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0290307,0.278348,30.826557,,0.192408,0.192408,Kepler-150,,+19:12:56.20,+40:31:15.24,,0.939
Kepler-304 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0229193,0.245339,9.653471,,0.0887283,0.0887283,Kepler-304,,+19:37:46.02,+40:33:27.32,,0.687
Kepler-101 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00789025,0.118655,6.029809,,0.0648349,0.0648349,Kepler-101,,+18:53:01.32,+48:21:18.83,,1.666
Kepler-259 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0222169,0.240878,36.924931,,0.217013,0.217013,Kepler-259,,+19:12:50.87,+46:36:54.00,,0.898
Kepler-393 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00789025,0.118655,14.613612,,0.11698,0.11698,Kepler-393,,+19:23:58.85,+45:11:31.96,,1.382
Kepler-156 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0202659,0.227496,15.906801,,0.123783,0.123783,Kepler-156,,+19:21:11.16,+37:44:58.16,,0.807
Kepler-127 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0214091,0.235525,48.630408,,0.260742,0.260742,Kepler-127,,+19:00:45.61,+46:01:40.66,,1.359
Kepler-188 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0124398,0.14988,2.061897,,0.0317043,0.0317043,Kepler-188,,+18:45:07.13,+44:18:55.91,,1.141
Kepler-275 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0344212,0.301543,16.088134,,0.124722,0.124722,Kepler-275,,+19:29:55.14,+38:30:53.71,,1.383
Kepler-407 b,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,2014,,0,0.095459,0.6693109,0,0.0149747,0.0149747,Kepler-407,,19:04:08.723,+49:36:52.2,1,0.1
Kepler-339 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00508144,0.10438,10.558345,,0.0941898,0.0941898,Kepler-339,,+19:33:24.41,+48:26:40.70,,0.802
Kepler-402 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00893492,0.123115,8.921099,,0.0841819,0.0841819,Kepler-402,,+19:13:28.85,+43:21:16.60,,1.264
Kepler-321 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0130508,0.157909,4.915379,,0.0565776,0.0565776,Kepler-321,,+19:37:48.94,+44:08:45.49,,1.194
Kepler-201 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0244074,0.25426,151.884058,,0.557119,0.557119,Kepler-201,,+19:34:30.25,+41:16:22.15,,1.229
Kepler-212 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0227766,0.244446,31.805174,,0.196459,0.196459,Kepler-212,,+19:10:28.99,+43:08:29.94,,1.455
WASP-94 B b,Neveu-VanMalle 2014,http://adsabs.harvard.edu/abs/2014A%26A...572A..49N,2014,21,0.619839,,2.00839,0,0.0334746,0.0334746,WASP-94 B,,20:55:07.949,-34:08:07.9,1.24,1.35
Kepler-389 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0107805,0.130252,14.51143,,0.116434,0.116434,Kepler-389,,+19:27:50.40,+44:54:00.07,,0.792
Kepler-208 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00915403,0.124008,7.466623,,0.0747634,0.0747634,Kepler-208,,+19:35:33.65,+42:31:40.69,,1.314
Kepler-274 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0115417,0.13739,11.634788,,0.100488,0.100488,Kepler-274,,+19:31:41.45,+38:28:38.21,,1.007
Kepler-326 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00937625,0.1249,4.580358,,0.0539767,0.0539767,Kepler-326,,+19:37:18.12,+46:00:08.10,,0.801
Kepler-384 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00450004,0.100812,45.348269,,0.248874,0.248874,Kepler-384,,+19:04:06.28,+44:46:58.33,,0.882
Kepler-254 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0160511,0.19181,12.412183,,0.104915,0.104915,Kepler-254,,+19:12:39.53,+45:48:59.44,,0.91
Kepler-126 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0117926,0.140958,21.869741,,0.153051,0.153051,Kepler-126,,+19:17:23.35,+44:12:30.64,,1.358
Kepler-162 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0273861,0.270319,19.446355,,0.141525,0.141525,Kepler-162,,+19:49:06.92,+43:43:26.47,,0.958
Kepler-319 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0121124,0.145419,4.362705,,0.0522529,0.0522529,Kepler-319,,+19:15:14.87,+39:46:14.38,,0.903
Kepler-205 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0121773,0.146311,20.306546,,0.145668,0.145668,Kepler-205,,+19:01:08.90,+41:51:40.21,,0.546
Kepler-249 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0120453,0.134713,7.113702,,0.0723886,0.0723886,Kepler-249,,+19:47:56.40,+43:39:30.67,,0.482
Kepler-239 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.019783,0.223927,56.228098,,0.287238,0.287238,Kepler-239,,+19:36:48.53,+40:39:48.28,,0.763
Kepler-266 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0481581,0.347043,107.723601,,0.443078,0.443078,Kepler-266,,+19:37:56.24,+44:10:00.88,,1.028
Kepler-256 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0194307,0.221251,5.839172,,0.0634611,0.0634611,Kepler-256,,+19:30:19.30,+46:05:50.60,,1.301
Kepler-108 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.224011,0.729771,190.323494,,0.647542,0.647542,Kepler-108,,+19:38:14.21,+46:03:44.39,,2.192
Kepler-255 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0266892,0.26675,9.946047,,0.0905121,0.0905121,Kepler-255,,+19:44:15.43,+45:58:36.62,,0.933
Kepler-308 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0157841,0.189134,9.694928,,0.0889821,0.0889821,Kepler-308,,+19:43:08.44,+40:26:22.38,,0.941
Kepler-251 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0232079,0.247123,16.514043,,0.126914,0.126914,Kepler-251,,+19:46:15.89,+44:06:21.10,,0.89
Kepler-302 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0537981,0.362209,30.184104,,0.189725,0.189725,Kepler-302,,+19:37:16.07,+43:37:45.62,,1.22
Kepler-158 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0157841,0.189134,16.709184,,0.127912,0.127912,Kepler-158,,+18:56:07.73,+39:46:52.79,,0.624
Kepler-317 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0155228,0.186457,5.524242,,0.0611582,0.0611582,Kepler-317,,+19:39:46.55,+39:01:55.42,,0.941
Kepler-378 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00082692,0.0624498,28.906009,,0.184331,0.184331,Kepler-378,,+19:39:47.66,+46:26:19.10,,0.671
Kepler-260 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0148535,0.17932,8.187399,,0.0795006,0.0795006,Kepler-260,,+19:27:42.23,+38:00:50.83,,0.862
Kepler-147 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0188614,0.21679,33.416423,,0.203039,0.203039,Kepler-147,,+19:11:54.17,+39:05:13.85,,1.468
Kepler-178 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.025195,0.258721,9.576694,,0.0882572,0.0882572,Kepler-178,,+19:08:24.25,+46:53:47.33,,1.066
Kepler-172 e,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0230631,0.246231,35.118736,,0.209877,0.209877,Kepler-172,,+18:53:28.43,+41:49:18.70,,1.085
Kepler-402 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00587447,0.108841,4.028751,,0.0495511,0.0495511,Kepler-402,,+19:13:28.85,+43:21:16.60,,1.264
Kepler-152 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0184218,0.213222,88.255055,,0.387942,0.387942,Kepler-152,,+19:07:27.73,+41:59:20.69,,0.724
Kepler-221 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0126401,0.152556,2.795906,,0.0388408,0.0388408,Kepler-221,,+19:46:37.13,+46:50:06.97,,0.821
WASP-28 b,Petrucci 2014,http://adsabs.harvard.edu/abs/2014arXiv1410.5900P,2014,59,0.907,1.213,3.40883,0,0.0446486,0.0446486,WASP-28,410,23:34:27.87,-01:34:48.2,1.021,1.094
Kepler-343 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0186399,0.215006,8.96855,,0.0844802,0.0844802,Kepler-343,,+19:27:50.58,+42:25:58.84,,1.433
Kepler-423 b,Endl 2014,http://adsabs.harvard.edu/abs/2014ApJ...795..151E,2014,,1,1.2,2.68432848,0.0102,0.038671,0.038671,Kepler-423,,19:31:25.378,+46:23:28.2,1.07,0.99
Kepler-296 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00233796,0.0838612,3.621457,,0.0461525,0.0461525,Kepler-296,,+19:06:09.61,+49:26:14.39,,0.557
Kepler-397 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.100676,0.551343,135.498527,,0.516293,0.516293,Kepler-397,,+19:43:34.57,+42:22:49.62,,0.767
Kepler-98 b,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,2014,,0.0111695,0.177536,1.54168,0,0.0260305,0.0260305,Kepler-98,,19:02:38.797,+37:57:52.2,0.99,1.11
Kepler-192 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0227766,0.244446,9.926746,,0.090395,0.090395,Kepler-192,,+19:11:40.31,+45:35:34.33,,1.007
Kepler-190 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0107805,0.130252,3.763024,,0.0473476,0.0473476,Kepler-190,,+19:14:20.18,+44:44:01.68,,0.795
Kepler-202 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0136211,0.165046,16.282493,,0.125725,0.125725,Kepler-202,,+18:51:53.60,+41:19:19.24,,0.667
Kepler-271 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00192504,0.0794005,5.217738,,0.0588746,0.0588746,Kepler-271,,+18:52:00.70,+44:17:03.23,,0.88
Kepler-95 b,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,2014,,0.0409024,0.305112,11.5231,0,0.102439,0.102439,Kepler-95,,18:57:55.790,+44:23:52.9,1.08,1.41
Kepler-247 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0548224,0.364885,9.439452,,0.087412,0.087412,Kepler-247,,+19:14:34.19,+43:02:21.44,,0.768
Kepler-392 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00291583,0.089214,5.341853,,0.0598046,0.0598046,Kepler-392,,+19:14:38.58,+43:22:05.09,,1.129
Kepler-339 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00478497,0.102596,6.988055,,0.0715337,0.0715337,Kepler-339,,+19:33:24.41,+48:26:40.70,,0.802
Kepler-187 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00960182,0.125792,4.938864,,0.0567577,0.0567577,Kepler-187,,+19:59:11.15,+44:05:21.52,,1.287
Kepler-236 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0147725,0.178428,23.968127,,0.162691,0.162691,Kepler-236,,+18:55:27.95,+39:53:53.09,,0.51
Kepler-224 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0290307,0.278348,5.925003,,0.0640814,0.0640814,Kepler-224,,+19:23:44.23,+47:21:27.36,,0.676
Kepler-85 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00554835,0.107057,17.91323,,0.133985,0.133985,Kepler-85,,+19:23:53.63,+45:17:25.15,,0.893
Kepler-137 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0110268,0.131145,8.436387,,0.0811044,0.0811044,Kepler-137,,+18:48:32.54,+43:02:20.76,,0.802
Kepler-375 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0215411,0.236417,19.986326,,0.144132,0.144132,Kepler-375,,+19:14:28.28,+48:05:54.28,,0.837
Kepler-355 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0223552,0.24177,25.762294,,0.170712,0.170712,Kepler-355,,+19:03:11.88,+42:48:42.41,,1.066
Kepler-156 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0174811,0.205192,4.973456,,0.0570224,0.0570224,Kepler-156,,+19:21:11.16,+37:44:58.16,,0.807
Kepler-374 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00749504,0.11687,5.028219,,0.0574402,0.0574402,Kepler-374,,+19:36:33.08,+42:22:13.80,,0.911
Kepler-201 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0192003,0.219467,25.672083,,0.170313,0.170313,Kepler-201,,+19:34:30.25,+41:16:22.15,,1.229
Kepler-186 f,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,2014,,0.00421308,0.098939,129.9459,0.01,0.392576,0.392576,Kepler-186,151,+19:54:36.65,+43:57:18.07,0.478,0.472
Kepler-265 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0136944,0.165938,6.846262,,0.0705628,0.0705628,Kepler-265,,+19:22:02.50,+41:14:41.35,,1.103
Kepler-320 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00464108,0.101704,8.371554,,0.0806883,0.0806883,Kepler-320,,+19:32:51.25,+46:10:30.47,,1.108
Kepler-123 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0258466,0.262289,17.232366,,0.130568,0.130568,Kepler-123,,+19:47:59.68,+42:46:55.06,,1.264
Kepler-191 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00809262,0.119547,9.939632,,0.0904732,0.0904732,Kepler-191,,+19:24:44.03,+45:19:23.41,,0.789
Kepler-121 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0171819,0.202516,41.008011,,0.23273,0.23273,Kepler-121,,+19:04:38.89,+39:40:40.80,,0.701
Kepler-163 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00347154,0.0936747,7.810937,,0.0770446,0.0770446,Kepler-163,,+19:40:00.66,+46:59:14.39,,0.917
Kepler-197 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00604207,0.109733,10.349695,,0.0929448,0.0929448,Kepler-197,,+19:40:54.34,+50:33:32.33,,1.12
Kepler-52 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0143757,0.173967,36.445171,,0.215129,0.215129,Kepler-52,,+19:06:57.13,+49:58:32.70,,0.556
WASP-84 b,Anderson 2014,http://adsabs.harvard.edu/abs/2014MNRAS.445.1114A,2014,20,0.69431,0.942,8.5234865,0,0.0771322,0.0771322,WASP-84,125,08:44:25.713,+01:51:36.0,0.842,0.748
Kepler-325 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0253561,0.259613,4.544439,,0.0536941,0.0536941,Kepler-325,,+19:19:20.50,+49:49:32.27,,1.003
Kepler-157 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00769114,0.117763,1.732342,,0.028229,0.028229,Kepler-157,,+19:24:23.33,+38:52:32.20,,1.044
Kepler-184 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0195472,0.222143,29.022358,,0.184825,0.184825,Kepler-184,,+19:27:48.46,+43:04:28.96,,0.873
Kepler-308 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0161415,0.192702,15.38231,,0.121047,0.121047,Kepler-308,,+19:43:08.44,+40:26:22.38,,0.941
Kepler-256 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.011856,0.14185,1.620493,,0.0270005,0.0270005,Kepler-256,,+19:30:19.30,+46:05:50.60,,1.301
Kepler-157 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0168894,0.199839,13.5405,,0.111181,0.111181,Kepler-157,,+19:24:23.33,+38:52:32.20,,1.044
Kepler-272 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0131908,0.159693,6.057342,,0.0650321,0.0650321,Kepler-272,,+19:56:30.59,+47:35:37.79,,0.929
Kepler-394 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0119197,0.142742,8.005013,,0.0783155,0.0783155,Kepler-394,,+19:45:12.46,+50:40:20.35,,1.132
Kepler-269 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0125062,0.150772,8.127899,,0.079115,0.079115,Kepler-269,,+19:20:51.65,+41:46:33.49,,0.959
Kepler-250 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00450004,0.100812,4.148141,,0.0505253,0.0505253,Kepler-250,,+19:18:22.75,+44:08:31.02,,0.805
Kepler-166 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0183139,0.212329,34.260281,,0.206443,0.206443,Kepler-166,,+19:32:38.44,+48:52:52.28,,0.742
Kepler-383 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00621274,0.110625,31.200751,,0.193962,0.193962,Kepler-383,,+19:25:22.22,+38:21:47.27,,0.672
Kepler-169 e,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0165098,0.196271,13.767102,,0.112418,0.112418,Kepler-169,,+19:03:59.98,+40:55:09.55,,0.763
Kepler-358 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0244074,0.25426,83.488369,,0.373844,0.373844,Kepler-358,,19:32:55.25,+48:16:52.93,,0.954
Kepler-333 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00422638,0.0990276,24.08821,,0.163234,0.163234,Kepler-333,,+19:29:08.66,+40:54:48.92,,0.534
Kepler-382 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.011856,0.14185,12.162701,,0.103505,0.103505,Kepler-382,,+19:56:32.68,+45:52:11.75,,0.945
Kepler-186 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,2014,,0.00934866,0.12479,13.342996,0.03,0.0860831,0.0860831,Kepler-186,151,+19:54:36.65,+43:57:18.07,0.478,0.472
Kepler-210 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0403249,0.322955,7.972513,,0.0781034,0.0781034,Kepler-210,,+19:30:00.83,+43:04:59.34,,0.65
Kepler-215 e,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0129124,0.156125,68.16101,,0.326561,0.326561,Kepler-215,,+19:39:53.64,+45:12:49.28,,1.027
Kepler-372 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0125062,0.150772,30.092568,,0.189342,0.189342,Kepler-372,,+19:25:01.49,+49:15:32.22,,1.137
Kepler-222 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0422294,0.3292,28.081912,,0.180811,0.180811,Kepler-222,,+19:11:37.46,+46:56:15.97,,0.869
Kepler-359 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0607789,0.38362,57.68802,,0.292189,0.292189,Kepler-359,,+19:33:10.48,+42:11:46.86,,1.086
Kepler-183 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0152673,0.183781,5.687945,,0.0623606,0.0623606,Kepler-183,,+19:34:07.39,+39:18:57.20,,0.958
Kepler-330 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0143757,0.173967,15.955387,,0.124035,0.124035,Kepler-330,,+19:13:47.39,+44:48:06.05,,0.722
Kepler-346 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0216742,0.237309,6.511127,,0.0682408,0.0682408,Kepler-346,,+19:12:02.84,+46:07:03.40,,1.021
Kepler-232 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0463015,0.34169,11.379349,,0.0990113,0.0990113,Kepler-232,,+19:43:15.89,+51:07:18.26,,0.968
Kepler-215 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0184218,0.213222,30.864423,,0.192566,0.192566,Kepler-215,,+19:39:53.64,+45:12:49.28,,1.027
Kepler-230 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0151,0.181997,91.773242,,0.398184,0.398184,Kepler-230,,+19:02:52.44,+48:30:21.10,,0.817
Kepler-388 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00137963,0.0722634,3.173315,,0.0422619,0.0422619,Kepler-388,,+18:59:18.74,+44:36:31.43,,0.586
